순번,한자,급수,부수,음,훈,音,訓,예시 단어
478,計,9,言,계,"세다, 상의하다",ケイ,はか(る)・はか(らう)・かぞ(える),"計画(けいかく), 計算(けいさん), 設計(せっけい), 合計(ごうけい), 家計(かけい)"
479,恵,4,心,혜,"베풀다, 타고나다",ケイ・エ,めぐ(む),"知恵(ちえ), 恩恵(おんけい), 恵方(えほう), 恵み(めぐみ), 恵比寿(えびす)"
480,啓,3,口,계,열다,ケイ,ひら(く)・もう(す),"啓発(けいはつ), 自己啓発(じこけいはつ), 啓蒙(けいもう)"
481,掲,3,手,게,"걸다, 매달다",ケイ,かか(げる),"掲載(けいさい), 掲げる(かかげる), 掲示板(けいじばん), 掲示(けいじ), 掲揚(けいよう)"
482,渓,2.5,水,계,계곡,ケイ,たに,"渓谷(けいこく), 渓流(けいりゅう)"
483,経,6,糸,경,"지나다, 거치다",ケイ・キョウ・キン,へ(る)・たていと・た(つ)・おさ(める),"経験(けいけん), 経済(けいざい), 経営(けいえい), 経済的(けいざいてき), 経歴(けいれき)"
484,蛍,2.5,虫,형,반딧불이,ケイ,ほたる,"蛍光灯(けいこうとう), 蛍光(けいこう)"
485,敬,5,攵,경,존경하다,ケイ・キョウ,うやま(う)・つつし(む),"敬称略(けいしょうりゃく), 尊敬(そんけい), 敬遠(けいえん), 敬意(けいい), 敬する(けいする)"
486,景,7,日,경,풍경,ケイ・エイ,無し,"背景(はいけい), 景気(けいき), 風景(ふうけい), 景色(けしき), 光景(こうけい)"
487,軽,8,車,경,가볍다,ケイ・キン,かる(い)・かろ(やか),"軽減(けいげん), 軽い(かるい), 気軽(きがる), 手軽(てがる), 軽快(けいかい)"
488,傾,4,人,경,기울다,ケイ,かたむ(く)・かたむ(ける)・かし(ぐ)・かた(げる)・くつがえ(る),"傾向(けいこう), 傾斜(けいしゃ), 傾き(かたむき), 耳を傾ける(みみをかたむける), 傾ける(かたむける)"
489,携,3,手,휴,"휴대하다, 관여하다",ケイ,たずさ(える)・たずさ(わる)・はな(れる),"携帯(けいたい), 携帯電話(けいたいでんわ), 連携(れんけい), 提携(ていけい), 携わる(たずさわる)"
490,継,4,糸,계,잇다,ケイ,つ(ぐ)・まま,"継続(けいぞく), 継承(けいしょう), 中継(ちゅうけい), 後継者(こうけいしゃ), 中継所(ちゅうけいじょ)"
491,詣,2,言,예,참배하다,ケイ,もう(でる)・いた(る)・まい(る),"初詣で(はつもうで), 初詣(はつもうで)"
492,慶,2.5,心,경,경축,ケイ・キョウ,よろこ(ぶ)・よ(い),"慶応(けいおう), 弁慶(べんけい)"
493,憬,2,心,경,"깨닫다, 동경하다",ケイ,あこが(れる),
494,稽,2,禾,계,머무르다,ケイ,かんが(える)・とど(める)・とどこお(る),"稽古(けいこ), 滑稽(こっけい)"
495,憩,3,心,게,쉬다,ケイ,いこ(い)・いこ(う),"休憩(きゅうけい), 休憩時間(きゅうけいじかん), 憩いの場(いこいのば), 休憩室(きゅうけいしつ)"
496,警,5,言,경,경계하다,ケイ・キョウ,いまし(める),"警報(けいほう), 県警(けんけい), 警戒(けいかい), 警察(けいさつ), 警視庁(けいしちょう)"
497,鶏,3,鳥,계,닭,ケイ,にわとり・とり,"鶏肉(けいにく), 地鶏(じとり), 鶏卵(けいらん), 鶏ガラ(とりガラ), 鶏舎(けいしゃ)"
498,芸,7,艸,예,"재주, 예술",ゲイ,わざ・う(える),"芸術(げいじゅつ), 芸人(げいにん), 芸能人(げいのうじん), 工芸(こうげい), 芸能(げいのう)"
499,迎,4,辵,영,맞이하다,ゲイ・ギョウ・ゴウ,むか(える),"迎え(むかえ), 迎える(むかえる), 歓迎(かんげい), 送迎(そうげい), 出迎え(でむかえ)"
500,鯨,3,魚,경,고래,ゲイ・ケイ,くじら,"捕鯨(ほげい), 捕鯨船(ほげいせん)"
501,隙,2,阜,극,틈,ゲキ・ケキ,すき・ひま,隙間(すきま)
502,劇,5,刀,극,연극,ゲキ,はげ(しい),"劇場版(げきじょうばん), 劇場(げきじょう), 演劇(えんげき), 悲劇(ひげき), 劇団(げきだん)"
503,撃,4,手,격,"치다, 쏘다",ゲキ・ケキ,う(つ),"攻撃(こうげき), 打撃(だげき), 衝撃(しょうげき), 直撃(ちょくげき), 反撃(はんげき)"
504,激,5,水,격,심하다,ゲキ,はげ(しい)・はげ(ます),"激しい(はげしい), 刺激(しげき), 激励(げきれい), 急激(きゅうげき), 感激(かんげき)"
505,桁,2,木,형,자릿수,コウ,けた,
506,欠,7,欠,결,부족하다,ケツ,か(ける)・か(く),"不可欠(ふかけつ), 欠席(けっせき), 欠点(けってん), 欠け(かけ), 欠場(けつじょう)"
507,穴,5,穴,혈,구멍,ケツ,あな,"毛穴(けあな), 穴埋め(あなうめ), 落とし穴(おとしあな), 穴場(あなば), 風穴(かざあな)"
508,血,8,血,혈,피,ケツ・ケチ,ち,"血液(けつえき), 血糖値(けっとうち), 出血(しゅっけつ), 血圧(けつあつ), 血管(けっかん)"
509,決,8,水,결,정하다,ケツ,き(める)・き(まる),"決め(きめ), 決定(けってい), 決勝(けっしょう), 判決(はんけつ), 決める(きめる)"
510,結,7,糸,결,"묶다, 맺다, 엮다",ケツ・ケチ・ケイ,むす(ぶ)・ゆ(う)・ゆ(わえる)・す(く),"結婚(けっこん), 結果(けっか), 結局(けっきょく), 結構(けっこう), 結論(けつろん)"
511,傑,2.5,人,걸,뛰어나다,ケツ,すぐ(れる),傑作(けっさく)
512,潔,6,水,결,깨끗하다,ケツ,いさぎよ(い)・きよ(い),"清潔(せいけつ), 潔白(けっぱく), 簡潔(かんけつ), 清潔感(せいけつかん), 不潔(ふけつ)"
513,月,10,月,월,달,ゲツ・ガツ,つき,"１月(いちがつ), ３月(さんがつ), ２月(にがつ), ４月(しがつ), １２月(じゅうにがつ)"
514,犬,10,犬,견,개,ケン,いぬ,"愛犬(あいけん), 子犬(こいぬ), 盲導犬(もうどうけん), 柴犬(しばいぬ), 犬猫(いぬねこ)"
515,件,6,人,건,물건,ケン,くだり・くだん,"事件(じけん), 条件(じょうけん), 件数(けんすう), 要件(ようけん), 物件(ぶっけん)"
516,見,10,見,"견, 현",보다,ケン・ゲン,み(る)・み(える)・み(せる)・まみ(える)・あらわ(れる),"見る(みる), 意見(いけん), 見え(みえ), 会見(かいけん), 記者会見(きしゃかいけん)"
517,券,5,刀,권,문서,ケン,てがた・わりふ,"証券(しょうけん), 債券(さいけん), 馬券(ばけん), 証券会社(しょうけんがいしゃ), 商品券(しょうひんけん)"
518,肩,4,肉,견,어깨,ケン,かた,"肩書(かたがき), 肩こり(かたこり), 肩代わり(かたがわり), 右肩(みぎかた), 強肩(きょうけん)"
519,建,7,廴,건,"세우다, 짓다",ケン・コン,た(てる)・た(つ)・くつがえ(す),"建設(けんせつ), 建物(たてもの), 再建(さいけん), 建築(けんちく), 階建て(かいだて)"
520,研,8,石,연,"연구, 갈다",ケン・ゲン,と(ぐ)・みが(く),"研究(けんきゅう), 研究所(けんきゅうしょ), 研修(けんしゅう), 研究者(けんきゅうしゃ), 研究会(けんきゅうかい)"
521,県,8,目,현,고을,ケン,あがた,"県内(けんない), 県警(けんけい), 県立(けんりつ), 兵庫県(ひょうごけん), 県連(けんれん)"
522,倹,3,人,검,검소하다,ケン,つま(しい)・つづま(やか),倹約(けんやく)
523,兼,4,八,겸,겸하다,ケン,か(ねる)・あわ(せる),"兼務(けんむ), 兼ねて(かねて), 兼業主婦(けんぎょうしゅふ), 兼業(けんぎょう), 兼任(けんにん)"
524,剣,4,刀,검,칼,ケン,つるぎ,"真剣(しんけん), 剣道(けんどう), 剣士(けんし), 聖剣(せいけん), 真剣勝負(しんけんしょうぶ)"
525,拳,2,手,권,주먹,ケン・ゲン,こぶし,"鉄拳(てっけん), 拳銃(けんじゅう)"
526,軒,4,車,헌,"처마, 집",ケン,のき・くるま・てすり・と(ぶ)・たか(い),"軒並み(のきなみ), 一軒家(いっけんや), 軒先(のきさき), 一軒(いっけん), 軒下(のきした)"
527,健,7,人,건,"건강, 건강하다",ケン,すこ(やか)・たけ(し)・したた(か),"健康(けんこう), 健全(けんぜん), 健闘(けんとう), 健康保険(けんこうほけん), 保健(ほけん)"
528,険,6,阜,험,험하다,ケン,けわ(しい),"危険(きけん), 保険(ほけん), 冒険(ぼうけん), 保険料(ほけんりょう), 被保険者(ひほけんしゃ)"
529,圏,4,囗,권,우리,ケン,かこ(い),"首都圏(しゅとけん), 圏内(けんない), 得点圏(とくてんけん), 北極圏(ほっきょくけん), 英語圏(えいごけん)"
530,堅,4,土,견,단단하다,ケン,かた(い),"中堅(ちゅうけん), 堅い(かたい), 堅守(けんしゅ), 堅調(けんちょう), 堅実(けんじつ)"
531,検,6,木,검,검사,ケン,しら(べる)・あらた(める),"検討(けんとう), 検査(けんさ), 検察(けんさつ), 地検(ちけん), 検索(けんさく)"
532,嫌,2.5,女,혐,싫다,ケン・ゲン,きら(う)・いや・うたが(う),"嫌い(きらい), 嫌がらせ(いやがらせ), 嫌味(いやみ), 大嫌い(だいきらい), 好き嫌い(すききらい)"
533,献,2.5,犬,헌,드리다,ケン・コン,ささ(げる)・たてまつ(る)・まつ(る),"貢献(こうけん), 献金(けんきん), 社会貢献(しゃかいこうけん), 献血(けんけつ), 献立(こんだて)"
534,絹,5,糸,견,비단,ケン,きぬ,
535,遣,4,辵,견,"고용하다, 파견하다",ケン,つか(う)・つか(わす)・や(る),"派遣(はけん), 派遣社員(はけんしゃいん), 派遣会社(はけんかいしゃ), 気遣い(きづかい), 遣す(よこす)"
536,権,5,木,권,권리,ケン・ゴン,いきお(い)・おもり・はか(る)・かり,"政権(せいけん), 選手権(せんしゅけん), 政権交代(せいけんこうたい), 有権者(ゆうけんしゃ), 世界選手権(せかいせんしゅけん)"
537,憲,5,心,헌,헌법,ケン,のり・のっと(る),"憲法(けんぽう), 違憲(いけん), 憲章(けんしょう), 憲法改正(けんぽうかいせい), 国連憲章(こくれんけんしょう)"
538,賢,3,貝,현,현명하다,ケン,かしこ(い)・さか(しい)・まさ(る),"賢い(かしこい), 賢明(けんめい), 賢人(けんじん), 賢者(けんじゃ)"
539,謙,2.5,言,겸,겸손,ケン,へりくだ(る),"謙虚(けんきょ), 謙遜(けんそん)"
540,鍵,2,金,건,"열쇠, 자물쇠",ケン,かぎ,鍵盤(けんばん)
541,繭,2.5,糸,견,고치,ケン,まゆ,
542,顕,2.5,頁,현,나타나다,ケン,あき(らか)・あらわ(れる),"顕著(けんちょ), 顕彰(けんしょう), 顕在化(けんざいか), 顕微鏡(けんびきょう), 顕微(けんび)"
543,験,7,馬,험,"시험, 경험",ケン・ゲン,しるし・あかし・ため(す),"経験(けいけん), 体験(たいけん), 試験(しけん), 験し(ためし), 受験(じゅけん)"
544,懸,2.5,心,현,걸다,ケン・ケ,か(ける)・か(かる)・へだ(たる),"懸念(けねん), 一生懸命(いっしょうけんめい), 懸命(けんめい), 懸案(けんあん), 懸ける(かける)"
545,元,9,儿,원,"으뜸, 원래",ゲン・ガン,もと・はじ(め),"地元(じもと), 元気(げんき), 元々(もともと), 元首相(もとしゅしょう), 足元(あしもと)"
546,幻,3,幺,환,환상,ゲン,まぼろし・まど(わす),"幻想的(げんそうてき), 幻想(げんそう), 幻滅(げんめつ), 幻覚(げんかく), 幻獣(げんじゅう)"
547,玄,4,玄,현,검정,ゲン,くろ・くろ(い),"玄関(げんかん), 玄米(げんまい), 玄関口(げんかんぐち), 正面玄関(しょうめんげんかん), 玄関先(げんかんさき)"
548,言,9,言,언,"말, 말하다",ゲン・ゴン,い(う)・こと・ことば,"言葉(けとば), 言う(いう), と言う(という), と言って(といって), 発言(はつげん)"
549,弦,2.5,弓,현,"활시위, 줄",ゲン,つる,管弦楽団(かんげんがくだん)
550,限,6,阜,한,제한하다,ゲン,かぎ(る)・きり,"限り(かぎり), 限定(げんてい), 制限(せいげん), 限界(げんかい), 期限(きげん)"
551,原,9,厂,원,"언덕, 근원",ゲン,はら・もと・たず(ねる)・ゆる(す),"原因(げんいん), 原作(げんさく), 原則(げんそく), 原発(げんぱつ), 原告(げんこく)"
552,現,6,玉,현,나타나다,ゲン,あらわ(れる)・あらわ(す)・うつつ,"現在(げんざい), 表現(ひょうげん), 実現(じつげん), 現場(げんじょう), 現実(げんじつ)"
553,舷,2,舟,현,뱃전,ゲン,ふなばた・ふなべり,
554,減,6,水,감,"빼다, 줄다",ゲン,へ(る)・へ(らす),"削減(さくげん), 減少(げんしょう), 減り(へり), 減らす(へらす), 軽減(けいげん)"
555,源,5,水,원,근원,ゲン,みなもと,"財源(ざいげん), 資源(しげん), 電源(でんげん), 震源(しんげん), 源泉(げんせん)"
556,厳,5,ツ,엄,엄하다,ゲン・ゴン,おごそ(か)・きび(しい)・いかめ(しい)・いか(つい),"厳しい(きびしい), 厳しさ(きびしさ), 厳格(げんかく), 厳重注意(げんじゅうちゅうい), 厳選(げんせん)"
557,己,5,己,기,"나, 너",ユ・キ,おのれ・つちのと,"自己(じこ), 自己紹介(じこしょうかい), 自己責任(じこせきにん), 自己負担(じこふたん), 自己満足(じこまんぞく)"
558,戸,9,戸,호,문,コ,と・へ,"神戸(こうべ), 江戸(えど), 江戸時代(えどじだい), 瀬戸(せと), 江戸川(えどがわ)"
559,古,9,口,고,"옛, 오래되다",コ,ふる(い)・ふる(す)・いにしえ,"古い(ふるい), 名古屋(なごや), 中古(ちゅうこ), 古川(ふるかわ), 古く(ふるく)"
560,呼,5,口,호,부르다,コ,よ(ぶ),"呼ばれる(よばれる), 呼びかけ(よびかけ), 呼び(よび), 呼ぶ(よぶ), 呼び掛け(よびかけ)"
561,固,7,囗,고,"단단하다, 굳다",コ,かた(める)・かた(まる)・かた(い)・もと(より),"固め(かため), 固定(こてい), 固める(かためる), 断固(だんこ), 固い(かたい)"
562,股,2,肉,고,가랑이,コ,また・もも,"三股(さんまた), 二股(ふたまた), 股関節(こかんせつ)"
563,虎,2,虍,호,호랑이,コ,とら,
564,孤,3,子,고,외롭다,コ,みなしご・ひと(り)・そむ(く),"孤独(こどく), 孤立(こりつ), 孤児(こじ), 孤独感(こどくかん), 孤高(ここう)"
565,弧,3,弓,호,활,コ,きゆみ,
566,故,6,攵,고,"까닭, 이유, 사정, 그러므로",コ,ゆえ・ふる(い)・もと・ことさら(に),"事故(じこ), 何故(なぜ), 交通事故(こうつうじこ), 故障(こしょう), 故郷(こきょう)"
567,枯,4,木,고,시들다,コ,か(れる)・か(らす)・から(びる),枯渇(こかつ)
568,個,6,人,개,낱,コ・カ,無し,"個人(こじん), 個人的(こじんてき), 個性(こせい), 個別(こべつ), 個人情報(こじんじょうほう)"
569,庫,8,广,고,곳집,コ・ク,くら,"兵庫県(ひょうごけん), 文庫(ぶんこ), 冷蔵庫(れいぞうこ), 倉庫(そうこ), 在庫(ざいこ)"
570,湖,8,水,호,호수,コ,みずうみ,"琵琶湖(びわこ), 洞爺湖サミット(とうやこサミット), 湖畔(こはん), 湖面(こめん), ダム湖(ダムこ)"
571,雇,3,隹,고,고용하다,コ,やと(う),"雇用(こよう), 解雇(かいこ), 雇用保険(こようほけん), 雇用創出(こようそうしゅつ), 雇用者(こようしゃ)"
572,誇,4,言,과,자랑하다,コ,ほこ(る),"誇る(ほこる), 誇り(ほこり), 誇示(こじ), 誇張(こちょう), 誇らしげ(ほこらしげ)"
573,鼓,4,鼓,고,"타악기, 울리다",コ,つづみ,"太鼓(たいこ), 舌鼓(したつづみ), 鼓舞(こぶ), 和太鼓(わたいこ), 太鼓判(たいこばん)"
574,錮,2,金,고,막다,コ,ふさ(ぐ)・かた(い)・ながわずら(い),
575,顧,3,頁,고,뒤돌아보다,コ,かえり(みる),"顧客(こかく), 顧問(こもん), 回顧(かいこ)"
576,五,10,二,오,"5, 다섯",ゴ,いつ・いつ(つ),"五輪(ごりん), 五百(いお), 五十(い), 五つ(いつつ), 十五(じゅうご)"
577,互,4,二,호,서로,ゴ,たが(い)・かたみ(に),"お互い(おたがい), お互いに(おたがいに), 互いに(たがいに), 互い(たがい), 相互(そうご)"
578,午,9,十,오,낮,ゴ,うま・ひる,"午後(ごご), 午前(ごぜん), 正午(しょうご), 午前中(ごぜんちゅう)"
579,呉,2.5,口,오,주다,ゴ,くれ・く(れる),"呉服店(ごふくてん), 呉服(ごふく), 呉服屋(ごふくや)"
580,後,9,彳,후,뒤,ゴ・コウ,のち・うし(ろ)・あと・おく(れる)・しり,"午後(ごご), 今後(こんご), 最後(さいご), その後(そのあと), 後半(こうはん)"
581,娯,3,女,오,즐기다,ゴ,たの(しむ),娯楽(ごらく)
