순번,한자,구자,급수,부수,음,훈,内音,内訓,外音,外訓,音,訓
684,沙,,2,水,사,모래,サ,,シャ,すな・みぎわ・よな(げる),サ・シャ,すな・みぎわ・よな(げる)
685,査,,6,木,사,조사,サ,,,しら(べる),サ,しら(べる)
686,砂,,5,石,사,모래,サ・シャ,すな,,いさご,サ・シャ,すな・いさご
687,唆,,2.5,口,사,부추기다,サ,そそのか(す),,,サ,そそのか(す)
688,差,,7,工,차,"다름, 비치다, 쓰다, 끼우다, 받치다",サ,さ(す),シ,たが(う)・つか(わす),サ・シ,さ(す)・たが(う)・つか(わす)
689,詐,,2.5,言,사,속이다,サ,,,いつわ(る),サ,いつわ(る)
690,鎖,,4,金,쇄,사슬,サ,くさり,,とざ(す)・さ(す),サ,くさり・とざ(す)・さ(す)
691,座,,5,广,좌,"자리, 앉다",ザ,すわ(る),,いま(す),ザ,すわ(る)・いま(す)
692,挫,,2,手,좌,"꺾이다, 삐다",ザ,,,くじ(く)・くじ(ける),ザ,くじ(く)・くじ(ける)
693,才,,9,手,재,재주,サイ,,,ざえ・かど,サイ,ざえ・かど
694,再,,6,冂,재,다시,サイ・サ,ふたた(び),,,サイ・サ,ふたた(び)
695,災,,6,火,재,재앙,サイ,わざわ(い),,,サイ,わざわ(い)
696,妻,,6,女,처,아내,サイ,つま,セイ,めあ(わす),サイ・セイ,つま・めあ(わす)
697,采,采,2,釆,채,"주사위, 풍채",サイ,,,と(る)・いろどり・すがた・うね,サイ,と(る)・いろどり・すがた・うね
698,砕,碎,2.5,石,쇄,"부수다, 깨지다",サイ,くだ(く)・くだ(ける),,,サイ,くだ(く)・くだ(ける)
699,宰,,2.5,宀,재,재상,サイ,,,つかさど(る),サイ,つかさど(る)
700,栽,,2.5,木,재,심다,サイ,,,う(える),サイ,う(える)
701,彩,彩,4,彡,채,색칠하다,サイ,いろど(る),,あや,サイ,いろど(る)・あや
702,採,採,6,手,채,"뽑다, 채용하다",サイ,と(る),,,サイ,と(る)
703,済,濟,5,水,제,끝나다,サイ,す(む)・す(ます),セイ,すく(う)・な(す)・わた(る)・わた(す),サイ・セイ,す(む)・す(ます)・すく(う)・な(す)・わた(る)・わた(す)
704,祭,,8,示,제,축제,サイ,まつ(る)・まつ(り),,,サイ,まつ(る)・まつ(り)
705,斎,齋,2.5,斉,재,"재계, 집",サイ,,,ものいみ・つつし(む)・いつ(く)・とき,サイ,ものいみ・つつし(む)・いつ(く)・とき
706,細,,9,糸,세,"가늘다, 세세하다",サイ,ほそ(い)・ほそ(る)・こま(か)・こま(かい),,ささ(やか)・くわ(しい),サイ,ほそ(い)・ほそ(る)・こま(か)・こま(かい)・ささ(やか)・くわ(しい)
707,菜,菜,7,艸,채,"채소, 야채",サイ,な,,,サイ,な
708,最,,7,曰,최,가장,サイ,もっと(も),,も,サイ,もっと(も)・も
709,裁,,5,衣,재,"재단하다, 재판하다",サイ,た(つ)・さば(く),,,サイ,た(つ)・さば(く)
710,債,,3,人,채,빚,サイ,,,か(り)・か(し),サイ,か(り)・か(し)
711,催,,3,人,최,"불러 일으키다, 개최하다",サイ,もよお(す),,もよ(い)・うなが(す),サイ,もよお(す)・もよ(い)・うなが(す)
712,塞,,2,土,색,막다,サイ・ソク,ふさ(ぐ)・ふさ(がる),,せ(く)・とりで・み(ちる),サイ・ソク,ふさ(ぐ)・ふさ(がる)・せ(く)・とりで・み(ちる)
713,歳,歲,4,止,세,"나이, 해",サイ・セイ,,,とし・とせ・よわい,サイ・セイ,とし・とせ・よわい
714,載,,4,車,재,"놓다, 싣다",サイ,の(せる)・の(る),,しる(す)・とし,サイ,の(せる)・の(る)・しる(す)・とし
715,際,,6,阜,제,"가장자리, 직전",サイ,きわ,,まじ(わる)・あい,サイ,きわ・まじ(わる)・あい
716,埼,,7,土,기,곶,,さい,キ,さき,キ,さい・さき
717,在,,6,土,재,있다,ザイ,あ(る),,ましま(す)・いま(す),ザイ,あ(る)・ましま(す)・いま(す)
718,材,,7,木,재,재료,ザイ,,サイ,まるた,ザイ・サイ,まるた
719,剤,劑,4,刀,제,약제,ザイ,,セイ,ま(ぜる),ザイ・セイ,ま(ぜる)
720,財,,6,貝,재,재물,ザイ・サイ,,,たから,ザイ・サイ,たから
721,罪,,6,网,죄,죄,ザイ,つみ,,,ザイ,つみ
722,崎,,7,山,기,곶,,さき,キ,,キ,さき
723,作,,9,人,작,만들다,サク・サ,つく(る),,な(す),サク・サ,つく(る)・な(す)
724,削,削,3,刀,삭,깎다,サク,けず(る),,そ(ぐ)・はつ(る),サク,けず(る)・そ(ぐ)・はつ(る)
725,昨,,7,日,작,어제,サク,,,きのう,サク,きのう
726,柵,,2,木,책,울타리,サク,,,やらい・しがらみ・とりで,サク,やらい・しがらみ・とりで
727,索,,2.5,糸,색,찾다,サク,,,なわ・つな・もと(める)・さが(す),サク,なわ・つな・もと(める)・さが(す)
728,策,,5,竹,책,꾀,サク,,,はかりごと・むち・つえ・ふだ,サク,はかりごと・むち・つえ・ふだ
729,酢,,2.5,酉,초,식초,サク,す,ソ,す(い),サク・ソ,す・す(い)
730,搾,,3,手,착,"짜내다, 착취하다",サク,しぼ(る),,,サク,しぼ(る)
731,錯,,3,金,착,어긋나다,サク,,ソ,ま(じる)・あやま(る)・お(く),サク・ソ,ま(じる)・あやま(る)・お(く)
732,咲,咲,4,口,소,꽃 피다,,さ(く),ショウ,,ショウ,さ(く)
733,冊,册,5,冂,책,책,サツ・サク,,,ふみ・た(てる),サツ・サク,ふみ・た(てる)
734,札,,7,木,찰,표,サツ,ふだ,,さね・わかじに,サツ,ふだ・さね・わかじに
735,刷,,7,刀,쇄,인쇄하다,サツ,す(る),,は(く),サツ,す(る)・は(く)
736,刹,,2,刀,찰,찰,サツ・セツ,,,てら,サツ・セツ,てら
737,拶,,2,手,찰,인사하다,サツ,,,せま(る),サツ,せま(る)
738,殺,殺,6,殳,살,죽이다,サツ・サイ・セツ,ころ(す),,そ(ぐ)・そ(げる)・けず(る),サツ・サイ・セツ,ころ(す)・そ(ぐ)・そ(げる)・けず(る)
739,察,,7,宀,찰,살핌,サツ,,,あき(らか)・み(る)・し(る),サツ,あき(らか)・み(る)・し(る)
740,撮,,3,手,촬,사진 찍다,サツ,と(る),,つま(む),サツ,と(る)・つま(む)
741,擦,,3,手,찰,"문지르다, 스치다",サツ,す(る)・す(れる),,こす(る)・かす(れる)・さす(る)・なす(る),サツ,す(る)・す(れる)・こす(る)・かす(れる)・さす(る)・なす(る)
742,雑,雜,6,隹,잡,섞이다,ザツ・ゾウ,,,ま(じる)・ま(ぜる),ザツ・ゾウ,ま(じる)・ま(ぜる)
743,皿,,8,皿,명,접시,,さら,ベイ,,ベイ,さら
744,三,,10,一,삼,"3, 셋",サン,み・み(つ)・み(っつ),,,サン,み・み(つ)・み(っつ)
745,山,,10,山,산,산,サン,やま,セン,,サン・セン,やま
746,参,參,7,厶,"참, 삼","참여하다, 가다, 오다, 곤란하다, 3",サン,まい(る),シン,まじ(わる),サン・シン,まい(る)・まじ(わる)
747,桟,棧,2.5,木,잔,사다리,サン,,,かけはし・たな,サン,かけはし・たな
748,蚕,蠶,5,虫,잠,누에,サン,かいこ,,こ,サン,かいこ・こ
749,惨,慘,4,心,참,비참하다,サン・ザン,みじ(め),,いた(む)・いた(ましい)・むご(い),サン・ザン,みじ(め)・いた(む)・いた(ましい)・むご(い)
750,産,產,7,生,산,"낳다, 태어나다",サン,う(む)・う(まれる)・うぶ,,,サン,う(む)・う(まれる)・うぶ
751,傘,,2.5,人,산,우산,サン,かさ,,,サン,かさ
752,散,,7,攵,산,"흩어지다, 떨어지다",サン,ち(る)・ち(らす)・ち(らかす)・ち(らかる),,ばら,サン,ち(る)・ち(らす)・ち(らかす)・ち(らかる)・ばら
753,算,,9,竹,산,셈,サン,,,かぞ(える)・かず,サン,かぞ(える)・かず
754,酸,,6,酉,산,시다,サン,す(い),,す・つら(い),サン,す(い)・す・つら(い)
755,賛,贊,6,貝,찬,찬성,サン,,,たす(ける)・ほ(める)・たた(える),サン,たす(ける)・ほ(める)・たた(える)
756,残,殘,7,歹,잔,남다,ザン,のこ(る)・のこ(す),,そこ(なう),ザン,のこ(る)・のこ(す)・そこ(なう)
757,斬,,2,斤,참,베다,ザン,き(る),サン,,ザン・サン,き(る)
758,暫,,3,日,잠,잠깐,ザン,,,しばら(く)・しば(し),ザン,しばら(く)・しば(し)
759,士,,6,士,사,선비,シ,,,さむらい,シ,さむらい
760,子,,10,子,자,"아들, 아이",シ・ス,こ,,み・おとこ・ね,シ・ス,こ・み・おとこ・ね
761,支,,6,支,지,"버티다, 떠받치다",シ,ささ(える),,つか(える)・か(う),シ,ささ(える)・つか(える)・か(う)
762,止,,9,止,지,"멈추다, 세우다",シ,と(まる)・と(める),,とど(まる)・とど(める)・や(める)・や(む)・よ(す)・さ(す),シ,と(まる)・と(める)・とど(まる)・とど(める)・や(める)・や(む)・よ(す)・さ(す)
763,氏,,7,氏,씨,"성, 씨",シ,うじ,,,シ,うじ
764,仕,,8,人,사,섬기다,シ・ジ,つか(える),,つかまつ(る),シ・ジ,つか(える)・つかまつ(る)
765,史,,6,口,사,역사,シ,,,ふみ,シ,ふみ
766,司,,7,口,사,맡다,シ,,ス,つかさ・つかさど(る),シ・ス,つかさ・つかさど(る)
767,四,,10,囗,사,"4, 넷",シ,よ・よ(つ)・よっ(つ)・よん,,,シ,よ・よ(つ)・よっ(つ)・よん
768,市,,9,巾,시,도시,シ,いち,,,シ,いち
769,矢,,9,矢,시,화살,シ,や,,,シ,や
770,旨,,4,日,지,"취지, 맛있다",シ,むね,,うま(い),シ,むね・うま(い)
771,死,,8,歹,사,죽다,シ,し(ぬ),,,シ,し(ぬ)
772,糸,絲,10,糸,사,실,シ,いと,,,シ,いと
773,至,,5,至,지,이르다,シ,いた(る),,,シ,いた(る)
774,伺,,4,人,사,여쭙다,シ,うかが(う),,,シ,うかが(う)
775,志,,6,心,지,뜻,シ,こころざ(す)・こころざし,,しる(す),シ,こころざ(す)・こころざし・しる(す)
776,私,,5,禾,사,나,シ,わたくし・わたし,,ひそ(か),シ,わたくし・わたし・ひそ(か)
777,使,,8,人,사,사용하다,シ,つか(う),,つか(わす),シ,つか(う)・つか(わす)
778,刺,,4,刀,자,찌르다,シ,さ(す)・さ(さる),セキ,そし(る)・とげ・なふだ,シ・セキ,さ(す)・さ(さる)・そし(る)・とげ・なふだ
779,始,,8,女,시,시작하다,シ,はじ(める)・はじ(まる),,,シ,はじ(める)・はじ(まる)
780,姉,,9,女,자,"누나, 언니",シ,あね,,,シ,あね
781,枝,,6,木,지,가지,シ,えだ,,,シ,えだ
782,祉,祉,3,示,지,복,シ,,,さいわ(い),シ,さいわ(い)
783,肢,,2.5,肉,지,팔다리,シ,,,てあし,シ,てあし
784,姿,,5,女,자,모습,シ,すがた,,,シ,すがた
785,思,,9,心,사,생각하다,シ,おも(う),,おぼ(しい),シン,おも(う)・おぼ(しい)
786,指,,8,手,지,"손가락, 가리키다",シ,ゆび・さ(す),,,シ,ゆび・さ(す)
787,施,,3,方,시,베풀다,シ・セ,ほどこ(す),,し(く),シ・セ,ほどこ(す)・し(く)
788,師,,6,巾,사,스승,シ,,,みやこ・いくさ,シ,みやこ・いくさ
789,恣,,2,心,자,방자하다,シ,,,ほしいまま,シ,ほしいまま
790,紙,,9,糸,지,종이,シ,かみ,,,シ,かみ
791,脂,,4,肉,지,기름,シ,あぶら,,やに・べに,シ,あぶら・やに・べに
792,視,視,5,見,시,보다,シ,,,み(る),シ,み(る)
793,紫,,4,糸,자,보라,シ,むらさき,,,シ,むらさき
794,詞,,5,言,사,말,シ,,,ことば,シ,ことば
795,歯,齒,8,歯,치,이,シ,は,,よわい,シ,は・よわい
796,嗣,,2.5,口,사,잇다,シ,,,つ(ぐ),シ,つ(ぐ)
797,試,,7,言,시,"시험하다, 시도하다",シ,こころ(みる)・ため(す),,,シ,こころ(みる)・ため(す)
798,詩,,8,言,시,시,シ,,,うた,シ,うた
799,資,,6,貝,자,재물,シ,,,たから・もと・たす(ける)・たち,シ,たから・もと・たす(ける)・たち
800,飼,飼,6,食,사,기르다,シ,か(う),,やしな(う),シ,か(う)・やしな(う)
801,誌,,5,言,지,기록,シ,,,しる(す),シ,しる(す)
802,雌,,4,隹,자,암컷,シ,め・めす,,めん,シ,め・めす・めん
803,摯,,2,手,지,잡다,シ,,,まこと・と(る)・にえ・あら(い),シ,まこと・と(る)・にえ・あら(い)
804,賜,,2.5,貝,사,주시다,シ,たまわ(る),,たま(う)・たまもの,シ,たまわ(る)・たま(う)・たまもの
805,諮,,3,言,자,자문하다,シ,はか(る),,と(う),シ,はか(る)・と(う)
806,示,,6,示,시,"보이다, 가리키다",ジ・シ,しめ(す),,,ジ・シ,しめ(す)
807,字,,10,子,자,글자,ジ,あざ,,あざな,ジ,あざ・あざな
808,寺,,9,寸,사,절,ジ,てら,,,ジ,てら
809,次,,8,欠,차,"다음, 잇다",ジ・シ,つ(ぐ)・つぎ,,つい(ず)・やど(る),ジ・シ,つ(ぐ)・つぎ・つい(ず)・やど(る)
810,耳,,10,耳,이,귀,ジ,みみ,,のみ,ジ,みみ・のみ
811,自,,9,自,자,"스스로, 저절로",ジ・シ,みずか(ら),,おのずか(ら)・よ(り),ジ・シ,みずか(ら)・おのずか(ら)・よ(り)
812,似,,6,人,사,"닮다, 어울리다",ジ,に(る),シ,ごと(し),ジ・シ,に(る)・ごと(し)
813,児,兒,7,儿,아,아이,ジ・ニ,,,こ,ジ・ニ,こ
814,事,,8,亅,사,일,ジ・ズ,こと,,つか(える),ジ・ズ,こと・つか(える)
815,侍,,3,人,시,"무사, 모시다",ジ,さむらい,シ,はべ(る)・さぶら(う),ジ・シ,さむらい・はべ(る)・さぶら(う)
816,治,,7,水,치,"다스리다, 고치다, 낫다",ジ・チ,おさ(める)・おさ(まる)・なお(る)・なお(す),,,ジ・チ,おさ(める)・おさ(まる)・なお(る)・なお(す)
817,持,,8,手,지,"가지다, 버티다",ジ,も(つ),チ,,ジ・チ,も(つ)
818,時,,9,日,시,"때, 시간",ジ,とき,,,ジ,とき
819,滋,,7,水,자,불다,ジ,,シ,し(げる)・ま(す),ジ・シ,し(げる)・ま(す)
820,慈,,3,心,자,사랑하다,ジ,いつく(しむ),,,ジ,いつく(しむ)
821,辞,辭,7,辛,사,"말씀, 그만두다",ジ,や(める),,ことば・ことわる,ジ,や(める)・ことば・ことわる
822,磁,,5,石,자,자석,ジ,,シ,やきもの,ジ・シ,やきもの
823,餌,,2,食,이,"먹이, 사료, 미끼",ジ,えさ・え,,たべもの・く(う),ジ,えさ・え・たべもの・く(う)
824,璽,,2.5,玉,새,옥새,ジ,,,しるし,ジ,しるし
825,鹿,,7,鹿,록,사슴,,しか・か,ロク,,ロク,しか・か
826,式,,8,弋,식,법,シキ,,ショク,のり・のっと(る),シキ・ショク,のり・のっと(る)
827,識,,6,言,식,알다,シキ,,シ・ショク,し(る)・しる(す),シキ・シ・ショク,し(る)・しる(す)
828,軸,,3,車,축,축,ジク,,チク,しんぎ,ジク・チク,しんぎ
829,七,,10,一,칠,"7, 일곱",シチ,なな・なな(つ)・なの,シツ,,シチ・シツ,なな・なな(つ)・なの
830,𠮟,叱,2,口,질,꾸짖다,シツ,しか(る),シチ,,シツ・シチ,しか(る)
831,失,,7,大,실,잃다,シツ,うしな(う),,う(せる),シツ,うしな(う)・う(せる)
832,室,,9,宀,실,방,シツ,むろ,,へや・つま・いえ,シツ,むろ・へや・つま・いえ
833,疾,,3,疒,질,"질병, 벌써, 빨리",シツ,,,やまい・や(む)・やま(しい)・にく(む)・はや(い)・と(し)・と(く),シツ,やまい・や(む)・やま(しい)・にく(む)・はや(い)・と(し)・と(く)
834,執,,4,土,집,쥐다,シツ・シュウ,と(る),,とら(える),シツ・シュウ,と(る)・とら(える)
835,湿,濕,3,水,습,"습하다, 적시다",シツ,しめ(る)・しめ(す),,うるお(い)・うるお(す),シツ,しめ(る)・しめ(す)・うるお(い)・うるお(す)
836,嫉,,2,女,질,"질투, 시샘하다",シツ,,,ねた(む)・そね(む)・にく(む),シツ,ねた(む)・そね(む)・にく(む)
837,漆,,2.5,水,칠,"옻, 7",シツ,うるし,,,シツ,うるし
838,質,,6,貝,질,바탕,シツ・シチ・チ,,シ,もと・たち・ただ(す),シツ・シチ・チ・シ,もと・たち・ただ(す)
839,実,實,8,宀,실,열매,ジツ,み・みの(る),,み(ちる)・まこと・さね・まめ,ジツ,み・みの(る)・み(ちる)・まこと・さね・まめ
840,芝,,4,艸,지,잔디,,しば,シ,,シ,しば
841,写,寫,8,冖,사,"베끼다, 찍다",シャ,うつ(す)・うつ(る),,,シャ,うつ(す)・うつ(る)
842,社,社,9,示,사,"모이다, 신사",シャ,やしろ,ジャ,,シャ・ジャ,やしろ
843,車,,10,車,차,자동차,シャ,くるま,,,シャ,くるま
844,舎,舍,6,舌,사,집,シャ,,セキ,いえ・やど・やど(る)・お(く),シャ・セキ,いえ・やど・やど(る)・お(く)
845,者,者,8,耂,자,사람,シャ,もの,,,シャ,もの
846,射,,5,寸,사,쏘다,シャ,い(る),セキ・ヤ,う(つ)・さ(す)・あ(てる),シャ・セキ・ヤ,い(る)・う(つ)・さ(す)・あ(てる)
847,捨,捨,5,手,사,버리다,シャ,す(てる),,ほどこ(す),シャ,す(てる)・ほどこ(す)
848,赦,,3,赤,사,용서하다,シャ,,,ゆる(す),シャ,ゆる(す)
849,斜,,4,斗,사,비스듬함,シャ,なな(め),,はす,シャ,なな(め)・はす
850,煮,煮,4,火,자,"삶다, 끓이다",シャ,に(る)・に(える)・に(やす),,,シャ,に(る)・に(える)・に(やす)
851,遮,遮,2.5,辵,차,차단하다,シャ,さえぎ(る),,,シャ,さえぎ(る)
852,謝,,6,言,사,사과하다,シャ,あやま(る),,ことわ(る)・さ(る),シャ,あやま(る)・ことわ(る)・さ(る)
853,邪,,3,邑,사,간사하다,ジャ,,シャ・ヤ,よこしま,ジャ・シャ・ヤ,よこしま
854,蛇,,2.5,虫,사,뱀,ジャ・ダ,へび,タ・イ,,ジャ・ダ・タ・イ,へび
855,尺,,5,尸,척,척도,シャク,,セキ,さし・ものさし・わず(か),シャク・セキ,さし・ものさし・わず(か)
856,借,,7,人,차,빌리다,シャク,か(りる),シャ,,シャク・シャ,か(りる)
857,酌,,2.5,酉,작,술 마시다,シャク,く(む),,,シャク,く(む)
858,釈,釋,4,釆,석,풀다,シャク,,セキ,と(く)・ゆる(す)・と(かす)・お(く),シャク・セキ,と(く)・ゆる(す)・と(かす)・お(く)
859,爵,爵,2.5,爪,작,벼슬,シャク,,,さかずき,シャク,さかずき
860,若,,5,艸,약,"젊다, 혹은",ジャク・ニャク,わか(い)・も(しくは),ニャ,し(く)・ごと(し)・も(し)・なんじ,ジャク・ニャク・ニャ,わか(い)・も(しくは)・し(く)・ごと(し)・も(し)・なんじ
861,弱,弱,9,弓,약,약하다,ジャク,よわ(い)・よわ(る)・よわ(まる)・よわ(める),ニャク,,ジャク・ニャク,よわ(い)・よわ(る)・よわ(まる)・よわ(める)
862,寂,,4,宀,적,쓸쓸하다,ジャク・セキ,さび・さび(しい)・さび(れる),,さ(びる)・しず(か),ジャク・セキ,さび・さび(しい)・さび(れる)・さ(びる)・しず(か)
863,手,,10,手,수,손,シュ,て・た,ズ,,シュ・ズ,て・た
864,主,,8,丶,주,주인,シュ・ス,ぬし・おも,,あるじ・つかさど(る),シュ・ス,ぬし・おも・あるじ・つかさど(る)
865,守,,8,宀,수,지키다,シュ・ス,まも(る)・も(り),,かみ,シュ・ス,まも(る)・も(り)・かみ
